<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20200611,00:00:00,200.1900000,200.1900000,195.1500000,196.7400000,48834830
20200615,00:00:00,193.8500000,196.1500000,191.0000000,194.2000000,54158910
20200616,00:00:00,196.0600000,199.5900000,195.2000000,196.5900000,43322650
20200617,00:00:00,197.7200000,199.0800000,195.2100000,195.8600000,34389160
20200618,00:00:00,195.4400000,195.5700000,191.8500000,193.0000000,45807200
20200619,00:00:00,194.1700000,196.0700000,193.8200000,195.8100000,45158120
20200622,00:00:00,195.3500000,195.3500000,192.6200000,194.3000000,36763320
20200623,00:00:00,194.7800000,196.3200000,194.0000000,194.8300000,33800940
20200625,00:00:00,191.8000000,192.4800000,190.5500000,192.2500000,48747730
20200626,00:00:00,192.8000000,195.6900000,190.5100000,193.0000000,60289440
20200629,00:00:00,192.6700000,198.1000000,192.5800000,197.9400000,45797120
20200630,00:00:00,197.9000000,198.4800000,193.2400000,194.3100000,52228420
20200702,00:00:00,195.3100000,195.8400000,194.4000000,195.2800000,34114100
20200703,00:00:00,195.6500000,197.4800000,194.7700000,197.2000000,26423160
20200706,00:00:00,199.2100000,201.7500000,198.5300000,199.9900000,46417970
20200707,00:00:00,199.7000000,199.9400000,197.7500000,197.9600000,35182460
20200708,00:00:00,198.0000000,201.1900000,197.5500000,201.1700000,30730070
20200709,00:00:00,201.4800000,202.0000000,198.4000000,199.4400000,40355340
20200710,00:00:00,198.2500000,201.7000000,197.2200000,200.9400000,39028520
20200713,00:00:00,201.6000000,202.3300000,195.5000000,195.7000000,62999870
20200714,00:00:00,195.0900000,196.6500000,192.4800000,193.6000000,83060710
20200715,00:00:00,180.6000000,184.2700000,179.8000000,182.2600000,73463320
20200716,00:00:00,181.2000000,183.8000000,181.0700000,183.3200000,29409000
20200717,00:00:00,183.8000000,184.9300000,182.8700000,184.6500000,25471860
20200720,00:00:00,184.6700000,188.4100000,183.8800000,188.3600000,30010590
20200721,00:00:00,188.9900000,189.7700000,186.2500000,186.7800000,44388320
20200722,00:00:00,187.0300000,188.5900000,186.0700000,187.1500000,22767680
20200723,00:00:00,187.5000000,188.3000000,184.4000000,184.6900000,29769530
20200724,00:00:00,184.8300000,186.4500000,184.1200000,185.4500000,30313190
20200727,00:00:00,185.6000000,185.9200000,184.2000000,185.0300000,22734510
20200728,00:00:00,185.1300000,185.4600000,183.6000000,184.3000000,26633740
20200729,00:00:00,184.5000000,185.3500000,183.4200000,184.6900000,27882380
20200730,00:00:00,184.4400000,184.7300000,180.9100000,182.5200000,34011750
20200731,00:00:00,182.6000000,184.8400000,181.6100000,182.5900000,44920000
20200803,00:00:00,182.5100000,184.0300000,181.7200000,183.6000000,28651930
20200804,00:00:00,184.0600000,184.6800000,182.1700000,183.3100000,32428960
20200805,00:00:00,183.5200000,189.9800000,183.3500000,189.1500000,75423620
20200806,00:00:00,189.5600000,189.9200000,187.1300000,189.0700000,42849450
20200807,00:00:00,188.4400000,188.5700000,185.8100000,187.2300000,28808600
20200810,00:00:00,187.4900000,188.8500000,186.8300000,187.7000000,24226570
20200811,00:00:00,187.8800000,192.4000000,187.8800000,189.7000000,51902080
20200812,00:00:00,190.4700000,193.2900000,189.3200000,192.8000000,35583620
20200813,00:00:00,192.5000000,194.4400000,191.2500000,193.7600000,37819700
20200814,00:00:00,194.2500000,194.2500000,190.7100000,192.8300000,29780320
20200817,00:00:00,193.8400000,194.6800000,189.2000000,190.4700000,55677760
20200818,00:00:00,190.0700000,191.9500000,189.2500000,190.3000000,27776390
20200819,00:00:00,190.5000000,191.9900000,189.0000000,189.2600000,31452990
20200820,00:00:00,188.8000000,188.9400000,185.5800000,186.9500000,37649810
20200821,00:00:00,187.2500000,187.7900000,183.5000000,184.5100000,33830700
20200824,00:00:00,185.3700000,187.4400000,184.8400000,187.1000000,24264740
20200825,00:00:00,187.4500000,187.9900000,184.7300000,186.2500000,19552010
20200826,00:00:00,186.2200000,188.0000000,185.0000000,187.4800000,25456340
20200827,00:00:00,187.5000000,188.0100000,182.6200000,184.5800000,38183770
20200828,00:00:00,184.9600000,185.2200000,182.4800000,182.9000000,34291080
20200831,00:00:00,183.1200000,184.2800000,180.5100000,181.0100000,47459530
20200901,00:00:00,181.4000000,184.8700000,181.0100000,184.2200000,48007480
20200902,00:00:00,184.8000000,186.2900000,181.1000000,181.9500000,50239120
20200903,00:00:00,182.4000000,182.5900000,178.6000000,179.1300000,62908720
20200904,00:00:00,178.9800000,180.5600000,178.0000000,179.5500000,43008870
20200907,00:00:00,178.8200000,179.7500000,175.9400000,177.0400000,38983590
20200908,00:00:00,177.0000000,177.4300000,172.4000000,172.9500000,63837660
20200909,00:00:00,172.7800000,175.3500000,172.3300000,173.6900000,41967040
20200910,00:00:00,173.8000000,174.6400000,171.1100000,173.8000000,34012170
20200911,00:00:00,174.3300000,178.2700000,173.1000000,178.0500000,36889720
20200914,00:00:00,178.4500000,180.8000000,177.5200000,178.1900000,37563920
20200915,00:00:00,178.1300000,182.9500000,178.0100000,182.2200000,42445100
20200916,00:00:00,182.6900000,184.1600000,181.3500000,183.2600000,37370250
20200917,00:00:00,181.7800000,184.8400000,180.3400000,183.9000000,49663210
20200918,00:00:00,184.4000000,184.7000000,181.3400000,181.5200000,45215700
20200921,00:00:00,181.3600000,181.3600000,175.3600000,177.1700000,41282960
20200922,00:00:00,176.5800000,180.9000000,176.4200000,179.0000000,36380350
20200923,00:00:00,179.8100000,180.3700000,176.8100000,177.0000000,31848780
20200924,00:00:00,176.0000000,178.4900000,171.9000000,174.2300000,49687540
20200925,00:00:00,175.1200000,175.1700000,169.6000000,173.7700000,96284070
20200928,00:00:00,174.2400000,175.3800000,171.2900000,172.7400000,50397970
20200929,00:00:00,172.7600000,173.4700000,170.0000000,171.4400000,48779600
20200930,00:00:00,171.0200000,171.9800000,169.8000000,169.9700000,48605100
20201001,00:00:00,171.1800000,171.4000000,167.9700000,168.4000000,60296370
20201002,00:00:00,167.5000000,169.9500000,167.2200000,169.4700000,40191130
20201005,00:00:00,170.1200000,170.8800000,168.5800000,170.6400000,37393020
20201006,00:00:00,170.7000000,173.4100000,170.5000000,171.3500000,64082980
20201007,00:00:00,171.7500000,172.2600000,167.0400000,168.2300000,65800100
20201008,00:00:00,168.1800000,168.8600000,166.1500000,167.4300000,36621350
20201009,00:00:00,167.8000000,168.1900000,165.7700000,166.9700000,41514910
20201012,00:00:00,167.6600000,169.8000000,166.8700000,169.0500000,38899590
20201013,00:00:00,169.1300000,169.4700000,165.8200000,166.3700000,34687990
20201014,00:00:00,166.6100000,167.6300000,165.7100000,167.2400000,26679740
20201015,00:00:00,166.8500000,168.8500000,166.0000000,167.1600000,39889410
20201016,00:00:00,167.2200000,167.2500000,163.5600000,163.9800000,50402810
20201019,00:00:00,164.7600000,165.6000000,163.0000000,163.6000000,33916860
20201020,00:00:00,163.7400000,167.1200000,162.8000000,166.5300000,50468030
20201021,00:00:00,166.8000000,167.3000000,163.8700000,164.3700000,36678920
20201022,00:00:00,163.8500000,166.5300000,163.6600000,165.2700000,39939480
20201023,00:00:00,165.1500000,165.8800000,164.3900000,164.9600000,32909950
20201026,00:00:00,164.4400000,164.9600000,161.1000000,162.1700000,53436340
20201027,00:00:00,162.1800000,162.6200000,158.2100000,159.2100000,58268970
20201028,00:00:00,158.9800000,158.9900000,153.7000000,154.3000000,86858100
20201029,00:00:00,155.0800000,157.3000000,154.2000000,156.7400000,52752800
20201030,00:00:00,155.0900000,156.2000000,154.0800000,154.2800000,42661020
20201102,00:00:00,153.9600000,157.9800000,151.9000000,157.7400000,69600850
20201103,00:00:00,158.2100000,161.9200000,157.4400000,161.0900000,71067000
20201105,00:00:00,163.8100000,165.2500000,161.9900000,163.7000000,73016160
20201106,00:00:00,163.0000000,165.8400000,161.5200000,164.9200000,51633910
20201109,00:00:00,166.7200000,171.5000000,164.9000000,170.1300000,103358560
20201110,00:00:00,169.0300000,173.6400000,167.6300000,172.9200000,76531040
20201111,00:00:00,173.5000000,175.1500000,170.2600000,170.5300000,72020230
20201112,00:00:00,170.2000000,175.3000000,169.7500000,172.9100000,71917150
20201113,00:00:00,172.8800000,181.2700000,172.4200000,180.3000000,104602920
20201116,00:00:00,181.0200000,185.6200000,180.3000000,185.3200000,89217810
20201117,00:00:00,185.1000000,185.3100000,178.8300000,182.9000000,99307240
20201118,00:00:00,182.2600000,187.6900000,180.8000000,185.0000000,69101570
20201119,00:00:00,185.2000000,185.8800000,181.9200000,184.1600000,53164780
20201120,00:00:00,184.1000000,184.3600000,182.1000000,183.2100000,31836360
20201123,00:00:00,183.6400000,185.6300000,182.7700000,184.1500000,41043100
20201124,00:00:00,185.0300000,187.3000000,183.9700000,186.7600000,60674430
20201125,00:00:00,187.0100000,188.7600000,185.8500000,188.0300000,51107720
20201126,00:00:00,188.2500000,189.1000000,184.6000000,185.5200000,45706250
20201127,00:00:00,185.1300000,186.7500000,182.5600000,185.9000000,49983540
20201130,00:00:00,185.1000000,185.1400000,180.0400000,181.8900000,73156960
20201201,00:00:00,182.6000000,188.0900000,181.7800000,185.3400000,67193810
20201202,00:00:00,185.0000000,187.2400000,183.1200000,187.2200000,40191320
20201203,00:00:00,186.9800000,187.5800000,184.3700000,185.1200000,35885290
20201204,00:00:00,186.2000000,189.4200000,185.8500000,188.7900000,50684840
20201207,00:00:00,188.2200000,192.8500000,187.8000000,190.7600000,53512780
20201208,00:00:00,190.3400000,191.4500000,187.8000000,190.0000000,48382270
20201209,00:00:00,190.3000000,193.0900000,189.0500000,189.3500000,52678040
20201210,00:00:00,189.5500000,193.5100000,188.6700000,192.9500000,54318200
20201211,00:00:00,193.0500000,201.6300000,192.3100000,201.5000000,103060380
20201214,00:00:00,203.5000000,207.8500000,198.7800000,199.9100000,122788480
20201215,00:00:00,199.0100000,202.2900000,197.0500000,201.0000000,65473740
20201216,00:00:00,201.0100000,206.2000000,199.5400000,206.2000000,75214780
20201217,00:00:00,206.7000000,215.3800000,206.5100000,214.5200000,159538150
20201218,00:00:00,214.0000000,214.5000000,207.2200000,212.6900000,133717910
20201221,00:00:00,209.9100000,209.9900000,200.8000000,203.4600000,123517830
20201222,00:00:00,200.7400000,210.6800000,199.1900000,208.4000000,109794540
20201223,00:00:00,209.0000000,212.7800000,206.2000000,207.6300000,78877050
20201224,00:00:00,208.5400000,209.9600000,203.1500000,206.2400000,59081790
20201225,00:00:00,206.2000000,206.7300000,204.0100000,205.0300000,16517780
20201228,00:00:00,205.5300000,207.8600000,205.1500000,206.1100000,35038710
20201229,00:00:00,206.9500000,210.0000000,206.6100000,208.7500000,42353620
20201230,00:00:00,209.8800000,213.3800000,209.5000000,212.9800000,74667210
20210104,00:00:00,212.7100000,216.6300000,211.6400000,212.7100000,55195430
20210105,00:00:00,213.2000000,215.3800000,210.2200000,215.3200000,48913740
20210106,00:00:00,215.4800000,216.8000000,213.0700000,214.3800000,47897590
20210108,00:00:00,217.1400000,226.2400000,217.0000000,225.4900000,100717800
20210111,00:00:00,225.0500000,231.0000000,221.8100000,227.6000000,112506470
20210112,00:00:00,229.0000000,231.4400000,225.6600000,228.6900000,64309460
20210113,00:00:00,229.2900000,230.3500000,225.2000000,226.8000000,61102300
20210114,00:00:00,226.4900000,229.5700000,223.2000000,228.8600000,60003270
20210115,00:00:00,227.5000000,230.7000000,226.0000000,226.5000000,54765970
20210118,00:00:00,225.5500000,228.5000000,221.3400000,226.8800000,69147920
20210119,00:00:00,227.6600000,228.8500000,223.0000000,223.1500000,66619900
20210120,00:00:00,223.0000000,225.7800000,221.5500000,224.3000000,51248650
20210121,00:00:00,224.4000000,224.9600000,217.2200000,217.2800000,76701270
20210122,00:00:00,216.4500000,216.5000000,210.5000000,215.4900000,94721320
20210125,00:00:00,216.9000000,219.6600000,214.5300000,218.6800000,74456540
20210126,00:00:00,216.8000000,220.2900000,215.7100000,218.8000000,45114650
20210127,00:00:00,219.4900000,222.0000000,216.4400000,217.4000000,59271760
20210128,00:00:00,215.9100000,219.4900000,214.2600000,217.7000000,52341000
20210129,00:00:00,216.7500000,216.7500000,212.4700000,212.8300000,66744580
20210201,00:00:00,214.6100000,214.8700000,212.2400000,214.6600000,39314420
20210202,00:00:00,215.5000000,219.7400000,213.2500000,214.4200000,77924880
20210203,00:00:00,215.4100000,218.4200000,213.7900000,218.1000000,45974890
20210204,00:00:00,218.7100000,221.4000000,216.8800000,219.7900000,47881150
20210205,00:00:00,220.6800000,222.2100000,219.0000000,222.0100000,42127830
20210208,00:00:00,223.0600000,228.0000000,223.0000000,228.0000000,67144040
20210209,00:00:00,229.0000000,229.4900000,225.8000000,227.7300000,60518190
20210210,00:00:00,227.9800000,228.2900000,221.8000000,223.2400000,41883700
20210211,00:00:00,223.4500000,223.6700000,220.7300000,221.3500000,34480880
20210212,00:00:00,220.7800000,227.4700000,216.7700000,226.7100000,69179250
20210215,00:00:00,228.4900000,230.0000000,226.7000000,229.2200000,59793600
20210216,00:00:00,229.9500000,233.2200000,227.5700000,232.4600000,85667580
20210217,00:00:00,232.3200000,233.3500000,225.3300000,229.1400000,64532970
20210218,00:00:00,228.9800000,228.9800000,224.0100000,224.4700000,43762150
20210219,00:00:00,224.0200000,226.2600000,221.1000000,226.0000000,44854360
20210220,00:00:00,226.3500000,227.1000000,225.0000000,225.8400000,6053880
20210222,00:00:00,226.4900000,227.3000000,223.0400000,225.6300000,31412770
20210224,00:00:00,224.4200000,225.6400000,220.8500000,222.5500000,40792480
20210225,00:00:00,223.4700000,225.5000000,221.2200000,221.7000000,42722110
20210226,00:00:00,220.5600000,221.6800000,217.2000000,217.5600000,63735100
20210301,00:00:00,219.3400000,222.0100000,218.2500000,221.4700000,28373590
20210302,00:00:00,220.0000000,224.1100000,219.7600000,222.7400000,34140160
20210303,00:00:00,224.2000000,226.7900000,221.7000000,222.1500000,33225100
20210304,00:00:00,221.8800000,226.6900000,219.5000000,221.1400000,46417010
20210305,00:00:00,222.0500000,228.4200000,220.0200000,227.0000000,55786000
20210309,00:00:00,227.5100000,233.0700000,226.0500000,232.1000000,73759850
20210310,00:00:00,231.8300000,235.5000000,230.6600000,231.6900000,55372950
20210311,00:00:00,232.8300000,233.5300000,230.0700000,232.4700000,32131810
20210312,00:00:00,232.0100000,234.3900000,230.6000000,233.8000000,28819550
20210315,00:00:00,234.9800000,238.0900000,234.4600000,237.7900000,46121290
20210316,00:00:00,237.3000000,238.2300000,233.8000000,234.0200000,38029020
20210317,00:00:00,234.0000000,234.5600000,227.2100000,229.9000000,62072590
20210318,00:00:00,230.0500000,231.7900000,223.7000000,224.3500000,67581990
20210319,00:00:00,223.0500000,226.6400000,222.3700000,225.4000000,58484100
20210322,00:00:00,225.1400000,225.3400000,220.7900000,221.8800000,58491290
20210323,00:00:00,221.3500000,224.4400000,219.8100000,221.6200000,43094210
20210324,00:00:00,222.3900000,225.4500000,220.5300000,223.6500000,36700010
20210325,00:00:00,224.2000000,225.3800000,222.7000000,224.8400000,29735720
20210326,00:00:00,225.7400000,227.6000000,225.1300000,227.3000000,26672930
20210329,00:00:00,226.7900000,229.1500000,226.3100000,228.7400000,23752090
20210330,00:00:00,228.9500000,230.1000000,225.0400000,225.9300000,26818410
20210331,00:00:00,226.4000000,228.4000000,223.3200000,227.2400000,38847380
20210401,00:00:00,228.4300000,231.6700000,225.7500000,226.9400000,43823600
20210402,00:00:00,227.0000000,229.2000000,226.5400000,228.4000000,12621010
20210405,00:00:00,227.9000000,227.9200000,224.1300000,225.0600000,23919530
20210406,00:00:00,226.0100000,226.5500000,221.9100000,222.9500000,36223380
20210407,00:00:00,222.3100000,226.0100000,220.6800000,224.5100000,29483660
20210408,00:00:00,224.8400000,226.3000000,222.8800000,224.3000000,19420190
20210409,00:00:00,224.1700000,224.3000000,221.4800000,222.1500000,20902100
20210412,00:00:00,220.9500000,224.2500000,219.6000000,222.8700000,29206290
20210413,00:00:00,223.0200000,228.3300000,221.1000000,227.9900000,39063400
20210414,00:00:00,230.5800000,236.5800000,229.3100000,235.3200000,91895500
20210415,00:00:00,230.1000000,236.3900000,228.2300000,234.6300000,62531120
20210416,00:00:00,235.4900000,237.4500000,232.7000000,235.1000000,46181390
20210419,00:00:00,234.7400000,234.9000000,230.2800000,231.1700000,39712830
20210420,00:00:00,231.5800000,233.1700000,229.0000000,230.0000000,43916060
20210421,00:00:00,229.9300000,231.8000000,228.3700000,230.8400000,35493950
20210422,00:00:00,230.6800000,232.1500000,227.1400000,230.9300000,60338620
20210423,00:00:00,231.3000000,233.3000000,230.0000000,232.6200000,35447230
20210426,00:00:00,233.0200000,234.9100000,232.1600000,233.2300000,28695180
20210427,00:00:00,233.5000000,235.1400000,231.2100000,232.0000000,29275690
20210428,00:00:00,232.5500000,233.2400000,230.2000000,232.9600000,37443310
20210429,00:00:00,234.0800000,236.1800000,229.0000000,230.5100000,55599370
20210430,00:00:00,230.1100000,231.6000000,228.8600000,231.3800000,32069550
20210504,00:00:00,232.2000000,234.3000000,230.9600000,233.8000000,37916850
20210505,00:00:00,234.2100000,237.7700000,233.6900000,237.5000000,38141220
20210506,00:00:00,237.9000000,243.3200000,237.7500000,243.0000000,50375470
20210507,00:00:00,243.4900000,243.9900000,240.7800000,241.7000000,37128000
20210510,00:00:00,242.3500000,244.3000000,240.5200000,241.4100000,32389560
20210511,00:00:00,240.2000000,243.1700000,239.0500000,242.5000000,35809800
20210512,00:00:00,242.1100000,244.4200000,241.5600000,241.7900000,33270270
20210513,00:00:00,242.2500000,247.2900000,242.0500000,247.1600000,64157170
20210514,00:00:00,248.0000000,250.4000000,247.5300000,249.5500000,50267520
20210517,00:00:00,250.0000000,255.2500000,249.4500000,255.1500000,41074310
20210518,00:00:00,256.1100000,268.3800000,254.5400000,266.2200000,86151870
20210519,00:00:00,263.9000000,264.5000000,256.0000000,260.9000000,93197170
20210520,00:00:00,260.8000000,262.7800000,256.9000000,259.1600000,46502970
20210521,00:00:00,260.0400000,260.7000000,257.1200000,258.0000000,29037660
20210524,00:00:00,258.6900000,261.4700000,257.1200000,261.2400000,24616020
20210525,00:00:00,262.3300000,262.7200000,258.3100000,259.7900000,30568090
20210526,00:00:00,260.5200000,263.3300000,260.0100000,263.0900000,34571110
20210527,00:00:00,261.9800000,263.7500000,261.2200000,262.9600000,57534350
20210528,00:00:00,263.7900000,265.9300000,261.3500000,262.0000000,35266300
20210531,00:00:00,261.0000000,261.6000000,259.3000000,261.0300000,21367010
20210601,00:00:00,261.9700000,264.7600000,261.5800000,263.8600000,32746740
20210602,00:00:00,264.0500000,271.3600000,263.5500000,271.1500000,53327960
20210603,00:00:00,272.3300000,274.3000000,268.2000000,272.1000000,52795050
20210604,00:00:00,271.9200000,276.2200000,269.5800000,274.3000000,54381240
20210607,00:00:00,274.0500000,276.7000000,273.8500000,275.6700000,34226150
20210608,00:00:00,275.5000000,277.5800000,272.9100000,275.3600000,53072570
20210609,00:00:00,275.9300000,276.3900000,273.7600000,275.6500000,28255880
20210610,00:00:00,275.4000000,277.7700000,274.3200000,276.1000000,37243570
20210611,00:00:00,276.5800000,278.0000000,274.8500000,277.0500000,26611040
20210614,00:00:00,277.6200000,280.4500000,277.2200000,279.5000000,28175830
20210615,00:00:00,279.9200000,280.1400000,272.6300000,272.7200000,52220420
20210616,00:00:00,272.9900000,275.2300000,270.1200000,271.8000000,67245290
20210617,00:00:00,270.9000000,273.8900000,269.1000000,272.5000000,43611060
20210618,00:00:00,271.6100000,273.1800000,268.6500000,270.0600000,52681210
20210621,00:00:00,269.7700000,272.8600000,268.0900000,272.6200000,27431480
20210622,00:00:00,273.5200000,277.0000000,272.8900000,277.0000000,36914430
20210623,00:00:00,277.8900000,279.5600000,276.6700000,277.3500000,33546790
20210624,00:00:00,278.2000000,279.4700000,275.5000000,277.4700000,42556030
20210625,00:00:00,277.8000000,277.9200000,276.1200000,277.1900000,29702030
20210628,00:00:00,277.2300000,279.6100000,276.4300000,276.9900000,28083560
20210629,00:00:00,276.1200000,277.5000000,273.1700000,276.8000000,37588780
20210630,00:00:00,277.2800000,281.8200000,276.5000000,281.8000000,60312970
20210701,00:00:00,281.8800000,286.2500000,281.8800000,285.7400000,50045350
20210702,00:00:00,285.7000000,286.1900000,282.8000000,285.6500000,29285170
20210705,00:00:00,286.0000000,291.4900000,285.7800000,291.1000000,34201020
20210706,00:00:00,292.0000000,295.9700000,291.3400000,293.4500000,80345400
20210707,00:00:00,293.8500000,297.4800000,293.4700000,297.3900000,67043710
20210708,00:00:00,296.4500000,297.0000000,290.3300000,292.8600000,52704630
20210709,00:00:00,293.5100000,295.5800000,292.0000000,295.2200000,40962550
20210712,00:00:00,295.5300000,298.4800000,294.9000000,297.3900000,43336120
20210713,00:00:00,297.7700000,297.7700000,293.0000000,293.8300000,49180620
20210714,00:00:00,282.8800000,286.9300000,282.8800000,284.6000000,52516030
20210715,00:00:00,284.5800000,285.1100000,278.9600000,280.0100000,41716630
20210716,00:00:00,279.3800000,282.0000000,278.0000000,279.6500000,27958640
20210719,00:00:00,277.2600000,279.5100000,273.1500000,275.5100000,42536580
20210720,00:00:00,276.7900000,278.6800000,273.1000000,277.3000000,31024530
20210721,00:00:00,277.5400000,285.0100000,276.0000000,282.9000000,41055170
20210722,00:00:00,283.5000000,285.0900000,281.2100000,283.2800000,40212130
20210723,00:00:00,283.0800000,285.0000000,279.0500000,279.5100000,38260370
20210726,00:00:00,277.3700000,281.3700000,276.7000000,281.0500000,27353690
20210727,00:00:00,280.1900000,280.8300000,276.8400000,278.0800000,28452110
20210728,00:00:00,278.0500000,282.9800000,277.7000000,282.2000000,32789740
20210729,00:00:00,283.9700000,287.7500000,283.5800000,287.0000000,41127080
20210730,00:00:00,285.3700000,287.5800000,283.2800000,287.3500000,46696620
20210802,00:00:00,287.8800000,289.4800000,285.2100000,286.7500000,38297270
20210803,00:00:00,286.7700000,288.0500000,284.3400000,287.0900000,27065240
20210804,00:00:00,287.8900000,288.8000000,286.0000000,287.9400000,23599750
20210805,00:00:00,287.3100000,288.2800000,285.1600000,285.9500000,47254880
20210806,00:00:00,285.2600000,285.7200000,277.8700000,282.2700000,90600850
20210809,00:00:00,282.2300000,287.9000000,280.8000000,286.6800000,68779100
20210810,00:00:00,288.0000000,288.8000000,285.7000000,288.6100000,28839550
20210811,00:00:00,288.9200000,291.4900000,287.1200000,290.3500000,37928360
20210812,00:00:00,290.2500000,293.8100000,290.2500000,293.2300000,37564370
20210813,00:00:00,292.6500000,293.9000000,291.7500000,292.7000000,21802270
20210816,00:00:00,291.4700000,295.4800000,290.9500000,295.1000000,32273890
20210817,00:00:00,295.1300000,299.5000000,290.3200000,298.3200000,50482060
20210818,00:00:00,299.0000000,299.9500000,295.0000000,295.0500000,35531240
20210819,00:00:00,293.4900000,294.7200000,289.6800000,293.6800000,55911470
20210820,00:00:00,293.7900000,294.9000000,289.5000000,292.5700000,38594640
20210823,00:00:00,294.7000000,297.9400000,294.1000000,297.6900000,38038340
20210824,00:00:00,299.0000000,301.0000000,295.9500000,298.7000000,48940480
20210825,00:00:00,298.7100000,299.2000000,294.3700000,296.7000000,30906470
20210826,00:00:00,295.9200000,295.9700000,293.0400000,294.3400000,24990510
20210827,00:00:00,295.8100000,300.0000000,294.8100000,299.6600000,34063060
20210830,00:00:00,301.6600000,305.5000000,299.9700000,305.1700000,69849150
20210831,00:00:00,305.8300000,307.6700000,304.1000000,305.6500000,64318080
20210901,00:00:00,306.6000000,313.9500000,306.1900000,312.8900000,79410570
20210902,00:00:00,313.5900000,314.8000000,310.3000000,312.3000000,53349820
20210903,00:00:00,312.7000000,317.9600000,311.1600000,317.9400000,63637790
20210906,00:00:00,319.0000000,329.3500000,318.6000000,328.9300000,80141350
20210907,00:00:00,329.9500000,333.0000000,325.5000000,327.7300000,71864800
20210908,00:00:00,328.4900000,328.5000000,322.2200000,327.6000000,58765620
20210909,00:00:00,326.0000000,328.1400000,323.5000000,324.5700000,40361580
20210910,00:00:00,326.5500000,330.0000000,325.5000000,326.4300000,41425440
20210913,00:00:00,327.5200000,333.0000000,327.3000000,332.7500000,55356420
20210914,00:00:00,333.1300000,339.9200000,332.3600000,338.9800000,97138220
20210915,00:00:00,339.3900000,344.2000000,337.7200000,343.3400000,108811990
20210916,00:00:00,342.0000000,342.9900000,337.0300000,338.5000000,94713520
20210917,00:00:00,338.8300000,339.2900000,333.3000000,334.5000000,61454980
20210920,00:00:00,329.9700000,332.0000000,321.2600000,325.7000000,72882270
20210921,00:00:00,328.7000000,336.7800000,328.4400000,335.3000000,77355030
20210922,00:00:00,338.4000000,341.4900000,337.4000000,340.5900000,60974110
20210923,00:00:00,342.0000000,345.2000000,339.4300000,343.4700000,63445330
20210924,00:00:00,343.6700000,344.9000000,340.0000000,344.2900000,40071320
20210927,00:00:00,347.5200000,355.1900000,347.0000000,355.1900000,80950780
20210928,00:00:00,359.0000000,361.8000000,353.6800000,354.0700000,93838880
20210929,00:00:00,354.0500000,360.9400000,352.3000000,360.8800000,60144670
20210930,00:00:00,363.2600000,364.5300000,359.5300000,360.8000000,69876200
20211001,00:00:00,358.4500000,363.7800000,356.0000000,363.2500000,47529090
20211004,00:00:00,364.6700000,378.3300000,364.3000000,376.0600000,102227330
20211005,00:00:00,378.0600000,389.8200000,378.0300000,389.8200000,134521820
20211006,00:00:00,394.9800000,397.6400000,370.2500000,381.3000000,216137070
20211007,00:00:00,382.1800000,384.3000000,361.6100000,370.7000000,160398770
20211008,00:00:00,371.5000000,373.0000000,364.7700000,366.1700000,70161810
20211011,00:00:00,369.0000000,372.6100000,363.7000000,369.8100000,77995010
20211012,00:00:00,367.2600000,368.8500000,362.2500000,364.1000000,56619460
20211013,00:00:00,365.2400000,365.4400000,352.7100000,362.7700000,102086460
20211014,00:00:00,366.4000000,369.7000000,364.3500000,367.0000000,59659170
20211015,00:00:00,368.3100000,369.3500000,366.6100000,367.7600000,35816900
20211018,00:00:00,365.0100000,366.4500000,360.1500000,363.5000000,42945850
20211019,00:00:00,364.9800000,368.8300000,362.2400000,368.8300000,51429080
20211020,00:00:00,367.9000000,370.7500000,365.5000000,369.9700000,39435100
20211021,00:00:00,368.0000000,370.1900000,360.8800000,363.3700000,46351220
20211022,00:00:00,361.3800000,364.1900000,357.4800000,358.1200000,48056440
20211025,00:00:00,359.9900000,365.8400000,356.6900000,364.8400000,57268410
20211026,00:00:00,365.0400000,369.3300000,362.5400000,364.8200000,51713180
20211027,00:00:00,363.2700000,365.4900000,361.1800000,362.1700000,30579360
20211028,00:00:00,360.9600000,362.0200000,351.6200000,353.2100000,86476220
20211029,00:00:00,351.1000000,352.6000000,345.4000000,350.1800000,74862900
20211101,00:00:00,350.3000000,359.3000000,350.3000000,359.1000000,46460760
20211102,00:00:00,359.1600000,360.0000000,351.2400000,352.4800000,42925940
20211103,00:00:00,350.5500000,353.8600000,346.6200000,353.0200000,37782790
20211105,00:00:00,352.0000000,354.8000000,349.2300000,350.6000000,25553970
20211108,00:00:00,353.0000000,356.3400000,348.3400000,351.4700000,39731410
20211109,00:00:00,351.0600000,353.6100000,346.9900000,349.4600000,31015520
20211110,00:00:00,349.8700000,351.2500000,344.2000000,345.8000000,35456770
20211111,00:00:00,346.9400000,348.4300000,343.8000000,347.4400000,40212180
20211112,00:00:00,346.8400000,347.1500000,331.0000000,333.6000000,127163510
20211115,00:00:00,333.8100000,341.8100000,333.6700000,340.3000000,64140420
20211116,00:00:00,341.4800000,342.8500000,331.6100000,336.7900000,64616650
20211117,00:00:00,336.0000000,351.8200000,334.8300000,349.9800000,79007960
20211118,00:00:00,350.0500000,359.3200000,342.2800000,345.5600000,101979450
20211119,00:00:00,348.2700000,350.7300000,334.2000000,337.6200000,95994240
